,Ethnic,General
salt,1.0,1.0
water,0.9938650306748467,0.9971014492753624
butter,0.9877300613496932,0.9942028985507246
sugar,0.9815950920245399,0.991304347826087
flour,0.9754601226993865,0.9884057971014493
egg,0.9693251533742331,0.9855072463768116
pepper,0.9631901840490797,0.9826086956521739
milk,0.950920245398773,0.9797101449275363
cream,0.9325153374233128,0.9768115942028985
egg yolk,0.9447852760736196,0.9739130434782609
onion,0.9570552147239264,0.9710144927536232
sauce,0.8588957055214724,0.9681159420289855
parsley,0.9386503067484663,0.9652173913043478
nutmeg,0.852760736196319,0.9623188405797102
meat,0.8773006134969326,0.9594202898550724
egg white,0.9263803680981595,0.9565217391304348
lemon,0.9141104294478528,0.9536231884057971
vinegar,0.9202453987730062,0.9507246376811594
lemon juice,0.9079754601226994,0.9478260869565217
garlic clove,0.8834355828220859,0.9449275362318841
fat,0.8895705521472392,0.9420289855072463
gravy,0.7361963190184049,0.9391304347826087
breadcrumb,0.8404907975460123,0.936231884057971
cinnamon,0.901840490797546,0.9333333333333333
bread,0.8098159509202454,0.9304347826086956
fruit,0.7055214723926381,0.927536231884058
juice,0.588957055214724,0.9246376811594202
potato,0.8466257668711656,0.9217391304347826
paste,0.6687116564417178,0.9188405797101449
mace,0.6687116564417178,0.9159420289855073
lard,0.6932515337423313,0.9130434782608695
chicken,0.7914110429447853,0.9101449275362319
soda,0.6196319018404908,0.9072463768115943
mushroom,0.7484662576687117,0.9043478260869565
fish,0.7668711656441718,0.9014492753623189
vanilla,0.8220858895705522,0.8985507246376812
powdered sugar,0.7852760736196319,0.8956521739130435
pork,0.5030674846625767,0.8927536231884058
rice,0.8343558282208589,0.8898550724637682
apple,0.7300613496932515,0.8869565217391304
stock,0.8711656441717791,0.8840579710144928
skin,0.3496932515337423,0.8840579710144928
tomato,0.8957055214723927,0.881159420289855
carrot,0.8282208588957055,0.881159420289855
wine,0.7423312883435583,0.8782608695652174
broth,0.7177914110429447,0.8753623188405797
bone,0.4662576687116564,0.8724637681159421
raisin,0.803680981595092,0.8695652173913043
currant,0.656441717791411,0.8666666666666667
brandy,0.6993865030674846,0.863768115942029
beef,0.6748466257668712,0.8608695652173913
celery,0.8159509202453987,0.8579710144927536
jelly,0.4049079754601227,0.855072463768116
almond,0.8650306748466258,0.8521739130434782
syrup,0.6809815950920245,0.8492753623188406
lemon peel,0.7607361963190185,0.8463768115942029
ham,0.6809815950920245,0.8434782608695652
oil,0.7730061349693251,0.8405797101449275
white wine,0.6380368098159509,0.8376811594202899
oyster,0.6625766871165644,0.8347826086956521
molass,0.558282208588957,0.8318840579710145
yeast,0.6319018404907976,0.8289855072463768
spice,0.5950920245398773,0.8260869565217391
paper,0.25153374233128833,0.8231884057971014
baking powder,0.7975460122699386,0.8202898550724638
truffle,0.3006134969325153,0.8173913043478261
veal,0.6073619631901841,0.8144927536231884
mustard,0.6012269938650306,0.8115942028985508
orange,0.5828220858895705,0.808695652173913
loaf sugar,0.3558282208588957,0.8057971014492754
herb,0.49693251533742333,0.8028985507246377
bayleaf,0.6687116564417178,0.8
ginger,0.6871165644171779,0.7971014492753623
brown sugar,0.7239263803680982,0.7942028985507247
thyme,0.6134969325153374,0.7913043478260869
sweet milk,0.5766871165644172,0.7884057971014493
rind,0.4539877300613497,0.7855072463768116
bacon,0.5705521472392638,0.782608695652174
allspice,0.6257668711656442,0.7797101449275362
fig,0.25153374233128833,0.7768115942028986
cayenne,0.4171779141104294,0.7739130434782608
seasoning,0.4601226993865031,0.7710144927536232
chocolate,0.6441717791411042,0.7681159420289855
cheese,0.7116564417177914,0.7652173913043478
cayenne pepper,0.50920245398773,0.7623188405797101
cornstarch,0.6012269938650306,0.7594202898550725
turnip,0.4294478527607362,0.7565217391304347
whipcream,0.6380368098159509,0.7536231884057971
toast,0.4785276073619632,0.7507246376811594
head,0.3803680981595092,0.7478260869565218
black pepper,0.32515337423312884,0.744927536231884
forcemeat,0.1656441717791411,0.7420289855072464
gelatine,0.43558282208588955,0.7391304347826086
peach,0.5276073619631901,0.736231884057971
pickle,0.4233128834355828,0.7333333333333333
madeira wine,0.3128834355828221,0.7304347826086957
citron,0.6503067484662577,0.7275362318840579
cracker,0.4723926380368098,0.7246376811594203
sherry wine,0.588957055214724,0.7217391304347827
suet,0.44785276073619634,0.7188405797101449
liver,0.4110429447852761,0.7159420289855073
shallot,0.15337423312883436,0.7130434782608696
cabbage,0.5521472392638037,0.7101449275362319
breast,0.19631901840490798,0.7072463768115942
cherry,0.44171779141104295,0.7043478260869566
strawberry,0.39263803680981596,0.7014492753623188
rice water,0.13496932515337423,0.6985507246376812
seed,0.3558282208588957,0.6956521739130435
pulp,0.147239263803681,0.6927536231884058
puff paste,0.38650306748466257,0.6898550724637681
tongue,0.32515337423312884,0.6869565217391305
lemon rind,0.5460122699386503,0.6840579710144927
mutton,0.3803680981595092,0.6811594202898551
fowl,0.3558282208588957,0.6782608695652174
leg,0.1165644171779141,0.6753623188405797
pea,0.4601226993865031,0.672463768115942
bean,0.5398773006134969,0.6695652173913044
lobster,0.26380368098159507,0.6666666666666666
cucumber,0.48466257668711654,0.663768115942029
anchovy,0.25153374233128833,0.6608695652173913
white pepper,0.38650306748466257,0.6579710144927536
sweetbread,0.3128834355828221,0.6550724637681159
granulated sugar,0.656441717791411,0.6521739130434783
nut,0.5276073619631901,0.6492753623188405
berry,0.2392638036809816,0.6463768115942029
raspberry,0.22699386503067484,0.6434782608695652
tartar cream,0.2085889570552147,0.6405797101449275
red pepper,0.5644171779141104,0.6376811594202898
cream sauce,0.3374233128834356,0.6347826086956522
olive oil,0.7791411042944786,0.6318840579710145
tomato sauce,0.3374233128834356,0.6318840579710145
horseradish,0.22699386503067484,0.6289855072463768
sour milk,0.2392638036809816,0.6289855072463768
pineapple,0.4785276073619632,0.6260869565217392
steak,0.3312883435582822,0.6231884057971014
lettuce,0.4233128834355828,0.6202898550724638
sage,0.09815950920245399,0.6173913043478261
game,0.11042944785276074,0.6144927536231884
coffee,0.3006134969325153,0.6115942028985507
biscuit,0.25766871165644173,0.6086956521739131
garlic,0.754601226993865,0.6057971014492753
cornmeal,0.3006134969325153,0.6028985507246377
whip,0.12883435582822086,0.6
heart,0.17177914110429449,0.5971014492753624
ice,0.4233128834355828,0.5971014492753624
corn,0.26380368098159507,0.5971014492753624
currant jelly,0.18404907975460122,0.5942028985507246
macaroni,0.3374233128834356,0.591304347826087
white sauce,0.31901840490797545,0.5884057971014492
turkey,0.2883435582822086,0.5884057971014492
lamb,0.26993865030674846,0.5855072463768116
asparagus,0.3496932515337423,0.5826086956521739
spinach,0.3619631901840491,0.5797101449275363
caper,0.3987730061349693,0.5768115942028985
pear,0.2392638036809816,0.5739130434782609
peppercorn,0.24539877300613497,0.5710144927536231
walnut,0.5214723926380368,0.5681159420289855
neck,0.1656441717791411,0.5652173913043478
sausage,0.3067484662576687,0.5623188405797102
salmon,0.2331288343558282,0.5594202898550724
green pea,0.3619631901840491,0.5565217391304348
cauliflower,0.31901840490797545,0.5565217391304348
cocoanut,0.27607361963190186,0.553623188405797
stuffing,0.1656441717791411,0.5507246376811594
lettuce leaf,0.5153374233128835,0.5478260869565217
rum,0.3496932515337423,0.5449275362318841
cracker crumb,0.2085889570552147,0.5420289855072464
clarified butter,0.049079754601226995,0.5391304347826087
foot,0.1165644171779141,0.5362318840579711
brine,0.2392638036809816,0.5333333333333333
indian meal,0.0736196319018405,0.5304347826086957
plum,0.22699386503067484,0.527536231884058
duck,0.2392638036809816,0.5246376811594203
saleratus,0.1165644171779141,0.5246376811594203
celery seed,0.17177914110429449,0.5217391304347826
apricot,0.19631901840490798,0.518840579710145
olive,0.3987730061349693,0.5159420289855072
beef suet,0.07975460122699386,0.5130434782608696
sour cream,0.19631901840490798,0.5130434782608696
calf,0.04294478527607362,0.5130434782608696
chestnut,0.3006134969325153,0.5101449275362319
port wine,0.09202453987730061,0.5072463768115942
grease,0.3803680981595092,0.5072463768115942
marjoram,0.17791411042944785,0.5043478260869565
chive,0.1656441717791411,0.5043478260869565
saltpetre,0.07975460122699386,0.5014492753623189
beet,0.3496932515337423,0.4985507246376812
tea,0.2147239263803681,0.4956521739130435
sweet almond,0.2085889570552147,0.4927536231884058
artichoke,0.20245398773006135,0.48985507246376814
wheat flour,0.15337423312883436,0.48695652173913045
mustard seed,0.31901840490797545,0.48695652173913045
stale bread,0.37423312883435583,0.48405797101449277
orange flower water,0.10429447852760736,0.48405797101449277
onion juice,0.3128834355828221,0.4811594202898551
dripping,0.49079754601226994,0.4811594202898551
orange juice,0.2822085889570552,0.4782608695652174
grape,0.11042944785276074,0.4782608695652174
macaroon,0.294478527607362,0.4753623188405797
rabbit,0.19631901840490798,0.47246376811594204
chervil,0.09202453987730061,0.46956521739130436
brown sauce,0.12269938650306748,0.4666666666666667
paprika,0.5644171779141104,0.463768115942029
tarragon,0.09815950920245399,0.4608695652173913
orange peel,0.147239263803681,0.4579710144927536
marmalade,0.09202453987730061,0.45507246376811594
green pepper,0.5337423312883436,0.45217391304347826
parmesan,0.07975460122699386,0.45217391304347826
toasted bread,0.20245398773006135,0.4492753623188406
isinglass,0.11042944785276074,0.4463768115942029
leek,0.2331288343558282,0.4434782608695652
crab,0.1901840490797546,0.4405797101449275
mushroom catsup,0.09202453987730061,0.43768115942028984
banana,0.18404907975460122,0.43478260869565216
gooseberry,0.07975460122699386,0.4318840579710145
loin,0.08588957055214724,0.4318840579710145
tapioca,0.0736196319018405,0.4318840579710145
quince,0.12883435582822086,0.4318840579710145
clam,0.07975460122699386,0.4318840579710145
cream tartar,0.13496932515337423,0.4289855072463768
extract,0.049079754601226995,0.4260869565217391
buttermilk,0.0736196319018405,0.42318840579710143
kidney,0.12269938650306748,0.42028985507246375
sweet cream,0.34355828220858897,0.42028985507246375
brain,0.2392638036809816,0.41739130434782606
venison,0.04294478527607362,0.4144927536231884
oatmeal,0.09202453987730061,0.4115942028985507
cider,0.11042944785276074,0.40869565217391307
rib,0.06748466257668712,0.40869565217391307
catsup,0.2392638036809816,0.4057971014492754
pigeon,0.13496932515337423,0.4028985507246377
rice flour,0.13496932515337423,0.4028985507246377
wheat bread,0.06134969325153374,0.4
wing,0.0736196319018405,0.39710144927536234
ketchup,0.1656441717791411,0.39420289855072466
beef tongue,0.0736196319018405,0.391304347826087
parsnip,0.05521472392638037,0.391304347826087
tart apple,0.20245398773006135,0.391304347826087
parmesan cheese,0.15337423312883436,0.391304347826087
worcestershire sauce,0.31901840490797545,0.3884057971014493
crumb,0.11042944785276074,0.3884057971014493
custard,0.05521472392638037,0.3855072463768116
partridge,0.05521472392638037,0.3826086956521739
cochineal,0.049079754601226995,0.37971014492753624
red wine,0.20245398773006135,0.37681159420289856
arrowroot,0.049079754601226995,0.37681159420289856
codfish,0.11042944785276074,0.3739130434782609
champagne,0.09202453987730061,0.3710144927536232
alum,0.11042944785276074,0.3681159420289855
prune,0.3067484662576687,0.3652173913043478
apricot marmalade,0.05521472392638037,0.3652173913043478
yeast cake,0.17791411042944785,0.36231884057971014
cider vinegar,0.12269938650306748,0.35942028985507246
sweet potato,0.19631901840490798,0.35942028985507246
goose,0.24539877300613497,0.35942028985507246
honey,0.22699386503067484,0.3565217391304348
wheat,0.06748466257668712,0.3536231884057971
beefsteak,0.03680981595092025,0.3536231884057971
curry powder,0.19631901840490798,0.3536231884057971
veal knuckle,0.09202453987730061,0.3507246376811594
ice water,0.17791411042944785,0.34782608695652173
tenderloin,0.19631901840490798,0.34782608695652173
cranberry,0.13496932515337423,0.34782608695652173
mint,0.17177914110429449,0.34782608695652173
cocoa,0.04294478527607362,0.34492753623188405
fruit juice,0.09202453987730061,0.34202898550724636
hare,0.049079754601226995,0.34202898550724636
lean beef,0.04294478527607362,0.3391304347826087
chicken broth,0.11042944785276074,0.336231884057971
gizzard,0.09815950920245399,0.336231884057971
sour apple,0.13496932515337423,0.336231884057971
white paper,0.018404907975460124,0.3333333333333333
crawfish,0.049079754601226995,0.33043478260869563
sago,0.04294478527607362,0.33043478260869563
eschalot,0.09202453987730061,0.32753623188405795
oyster liquor,0.0736196319018405,0.32753623188405795
madeira sauce,0.024539877300613498,0.32753623188405795
buttered toast,0.10429447852760736,0.32463768115942027
whisky,0.17791411042944785,0.32463768115942027
sweetmeat,0.018404907975460124,0.3217391304347826
wine sauce,0.1411042944785276,0.3217391304347826
eel,0.07975460122699386,0.3188405797101449
blackberry,0.11042944785276074,0.3159420289855073
radish,0.09815950920245399,0.3130434782608696
tarragon vinegar,0.17177914110429449,0.3130434782608696
lean ham,0.024539877300613498,0.3130434782608696
scald milk,0.0736196319018405,0.3130434782608696
white flour,0.10429447852760736,0.3130434782608696
savory,0.03067484662576687,0.3101449275362319
beer,0.07975460122699386,0.3101449275362319
barley,0.22085889570552147,0.3072463768115942
lemon essence,0.06748466257668712,0.30434782608695654
sweet sauce,0.024539877300613498,0.30434782608695654
giblet,0.15950920245398773,0.30434782608695654
tart,0.05521472392638037,0.30144927536231886
mash potato,0.2147239263803681,0.30144927536231886
pearlash,0.006134969325153374,0.2985507246376812
cod,0.06748466257668712,0.2956521739130435
squash,0.09815950920245399,0.2927536231884058
pig,0.024539877300613498,0.2927536231884058
pumpkin,0.07975460122699386,0.2898550724637681
meatball,0.09202453987730061,0.2898550724637681
apple sauce,0.05521472392638037,0.28695652173913044
turmeric,0.06748466257668712,0.28695652173913044
hop,0.06134969325153374,0.28695652173913044
candied fruit,0.12883435582822086,0.28405797101449276
green tomato,0.15950920245398773,0.28405797101449276
celery root,0.3067484662576687,0.28405797101449276
mutton leg,0.03680981595092025,0.2811594202898551
ear,0.03680981595092025,0.2782608695652174
vanilla extract,0.07975460122699386,0.2753623188405797
hominy,0.0736196319018405,0.2753623188405797
marrow,0.0736196319018405,0.2753623188405797
celery head,0.04294478527607362,0.2753623188405797
farina,0.1411042944785276,0.2753623188405797
halibut,0.07975460122699386,0.27246376811594203
roasted beef,0.0736196319018405,0.27246376811594203
quail,0.0736196319018405,0.27246376811594203
preserved fruit,0.03680981595092025,0.27246376811594203
pastry flour,0.04294478527607362,0.26956521739130435
candied cherry,0.10429447852760736,0.26956521739130435
herring,0.17177914110429449,0.26666666666666666
beef extract,0.03067484662576687,0.26666666666666666
pulverized sugar,0.6380368098159509,0.263768115942029
lettuce head,0.06134969325153374,0.2608695652173913
currant juice,0.08588957055214724,0.2608695652173913
powdered loaf sugar,0.04294478527607362,0.2608695652173913
celery salt,0.06748466257668712,0.2608695652173913
summer savory,0.024539877300613498,0.2579710144927536
date,0.18404907975460122,0.2579710144927536
coal,0.018404907975460124,0.2579710144927536
vermicelli,0.09202453987730061,0.2579710144927536
lima bean,0.11042944785276074,0.2579710144927536
starch,0.1165644171779141,0.25507246376811593
pearl barley,0.05521472392638037,0.25507246376811593
mayonnaise,0.50920245398773,0.25507246376811593
tripe,0.09815950920245399,0.25217391304347825
spirit,0.006134969325153374,0.2492753623188406
okra,0.13496932515337423,0.2492753623188406
trout,0.15950920245398773,0.2492753623188406
french dressing,0.15950920245398773,0.2463768115942029
cabbage head,0.0736196319018405,0.24347826086956523
gherkin,0.1165644171779141,0.24347826086956523
bass,0.06748466257668712,0.24347826086956523
rump,0.024539877300613498,0.24057971014492754
mackerel,0.06748466257668712,0.23768115942028986
egg sauce,0.012269938650306749,0.23768115942028986
basil,0.04294478527607362,0.23768115942028986
caraway seed,0.1656441717791411,0.23478260869565218
pheasant,0.03067484662576687,0.2318840579710145
angelica,0.0736196319018405,0.2318840579710145
shrimp,0.27607361963190186,0.2318840579710145
turtle,0.018404907975460124,0.2318840579710145
watercress,0.0736196319018405,0.2318840579710145
crust,0.09202453987730061,0.2289855072463768
shad,0.06134969325153374,0.2289855072463768
sorrel,0.06134969325153374,0.22608695652173913
caramel,0.03067484662576687,0.22608695652173913
corned beef,0.08588957055214724,0.22608695652173913
cake,0.37423312883435583,0.22608695652173913
whey,0.024539877300613498,0.22318840579710145
sirloin,0.04294478527607362,0.22318840579710145
white meat,0.049079754601226995,0.22318840579710145
melon,0.08588957055214724,0.22318840579710145
claret,0.26380368098159507,0.22318840579710145
saffron,0.07975460122699386,0.22318840579710145
cob,0.012269938650306749,0.22028985507246376
lemon pickle,0.012269938650306749,0.22028985507246376
veal gravy,0.006134969325153374,0.21739130434782608
beef tenderloin,0.03680981595092025,0.2144927536231884
white wine vinegar,0.1411042944785276,0.2144927536231884
clarified sugar,0.018404907975460124,0.21159420289855072
rhubarb,0.10429447852760736,0.21159420289855072
ale,0.03067484662576687,0.20869565217391303
pippin,0.006134969325153374,0.20869565217391303
chicken liver,0.12269938650306748,0.20579710144927535
bear,0.012269938650306749,0.20579710144927535
green onion,0.17177914110429449,0.2028985507246377
meal,0.18404907975460122,0.2
tartaric acid,0.03680981595092025,0.2
brown bread,0.04294478527607362,0.19710144927536233
coriander seed,0.018404907975460124,0.19710144927536233
anchovy essence,0.012269938650306749,0.19710144927536233
anchovy sauce,0.03680981595092025,0.19710144927536233
chicken stock,0.049079754601226995,0.19710144927536233
orange rind,0.05521472392638037,0.19420289855072465
pimento,0.10429447852760736,0.19420289855072465
lobster butter,0.012269938650306749,0.19420289855072465
cutlet,0.024539877300613498,0.19420289855072465
french brandy,0.04294478527607362,0.19130434782608696
scallop,0.049079754601226995,0.19130434782608696
meat broth,0.0736196319018405,0.19130434782608696
double refined sugar,0.012269938650306749,0.19130434782608696
french roll,0.03680981595092025,0.19130434782608696
vegetable,0.3006134969325153,0.19130434782608696
damson,0.018404907975460124,0.18840579710144928
butter sauce,0.08588957055214724,0.18840579710144928
woodcock,0.006134969325153374,0.18840579710144928
almond paste,0.006134969325153374,0.18840579710144928
veal broth,0.049079754601226995,0.1855072463768116
walnut catsup,0.018404907975460124,0.1855072463768116
graham,0.012269938650306749,0.1855072463768116
beef marrow,0.03680981595092025,0.1855072463768116
mayonnaise dressing,0.13496932515337423,0.1855072463768116
white bean,0.03067484662576687,0.1826086956521739
fish broth,0.024539877300613498,0.1826086956521739
beef gravy,0.04294478527607362,0.1826086956521739
fish stock,0.04294478527607362,0.1826086956521739
pistachio nut,0.1165644171779141,0.17971014492753623
apple jelly,0.04294478527607362,0.17971014492753623
sponge cake,0.1411042944785276,0.17971014492753623
beef round,0.05521472392638037,0.17971014492753623
squab,0.06748466257668712,0.17681159420289855
beef stock,0.08588957055214724,0.17681159420289855
coral,0.018404907975460124,0.17391304347826086
calf head,0.09815950920245399,0.17391304347826086
bakingsoda,0.1411042944785276,0.17391304347826086
thin cream,0.012269938650306749,0.17391304347826086
spaghetti,0.15950920245398773,0.17391304347826086
dried currant,0.05521472392638037,0.17391304347826086
gum arabic,0.03067484662576687,0.17101449275362318
mushroom sauce,0.03067484662576687,0.1681159420289855
fruit jelly,0.018404907975460124,0.1681159420289855
sage leaf,0.03680981595092025,0.1681159420289855
lobster meat,0.03680981595092025,0.16521739130434782
cinnamon stick,0.2085889570552147,0.16521739130434782
haddock,0.09202453987730061,0.16521739130434782
carp,0.05521472392638037,0.16521739130434782
flavor,0.018404907975460124,0.16521739130434782
lean veal,0.03067484662576687,0.16521739130434782
rye meal,0.012269938650306749,0.16231884057971013
rye flour,0.06134969325153374,0.16231884057971013
oyster sauce,0.03067484662576687,0.16231884057971013
lentil,0.09202453987730061,0.15942028985507245
vanilla sugar,0.012269938650306749,0.15942028985507245
split pea,0.03680981595092025,0.15942028985507245
anchovy butter,0.018404907975460124,0.15942028985507245
curry,0.05521472392638037,0.15942028985507245
rye,0.03067484662576687,0.15942028985507245
calf foot,0.12269938650306748,0.15942028985507245
maple syrup,0.04294478527607362,0.15942028985507245
shaved ice,0.006134969325153374,0.15942028985507245
thick cream,0.024539877300613498,0.15942028985507245
ginger root,0.04294478527607362,0.1565217391304348
english walnut,0.049079754601226995,0.1536231884057971
lime,0.05521472392638037,0.1536231884057971
roe,0.05521472392638037,0.1536231884057971
neat,0.03680981595092025,0.1536231884057971
terrapin,0.03067484662576687,0.1536231884057971
alcohol,0.06134969325153374,0.1536231884057971
dough,0.1411042944785276,0.1536231884057971
peanut,0.0736196319018405,0.1536231884057971
sole fillet,0.012269938650306749,0.15072463768115943
white cabbage,0.04294478527607362,0.15072463768115943
blanced almond,0.03067484662576687,0.15072463768115943
cow,0.012269938650306749,0.15072463768115943
parsley root,0.147239263803681,0.15072463768115943
veal breast,0.049079754601226995,0.14782608695652175
white wine sauce,0.012269938650306749,0.14782608695652175
breast bone,0.03067484662576687,0.14782608695652175
mutton neck,0.024539877300613498,0.14782608695652175
mixed spice,0.09202453987730061,0.14782608695652175
chicken forcemeat,0.012269938650306749,0.14782608695652175
onion sauce,0.03680981595092025,0.14782608695652175
crab meat,0.049079754601226995,0.14782608695652175
veal fillet,0.024539877300613498,0.14492753623188406
perch,0.04294478527607362,0.14492753623188406
caper sauce,0.03067484662576687,0.14492753623188406
nut meat,0.06134969325153374,0.14492753623188406
lemon sauce,0.05521472392638037,0.14492753623188406
ash,0.012269938650306749,0.14492753623188406
jamaican rum,0.04294478527607362,0.14492753623188406
charcoal,0.018404907975460124,0.14492753623188406
walnut meat,0.024539877300613498,0.14492753623188406
beet root,0.024539877300613498,0.14492753623188406
kidney suet,0.024539877300613498,0.14202898550724638
sweet wine,0.024539877300613498,0.14202898550724638
bread crust,0.03067484662576687,0.14202898550724638
white bread crumb,0.03067484662576687,0.14202898550724638
grapefruit,0.06748466257668712,0.14202898550724638
sweet lard,0.09202453987730061,0.14202898550724638
red currant,0.06134969325153374,0.14202898550724638
smelt,0.024539877300613498,0.14202898550724638
thigh,0.012269938650306749,0.1391304347826087
soda carbonate,0.03067484662576687,0.1391304347826087
raspberry jam,0.012269938650306749,0.1391304347826087
beef dripping,0.049079754601226995,0.13623188405797101
cream forcemeat,0.006134969325153374,0.13623188405797101
tarragon leaf,0.03067484662576687,0.13623188405797101
seville orange,0.012269938650306749,0.13623188405797101
float,0.018404907975460124,0.13623188405797101
consomme,0.2147239263803681,0.13623188405797101
meat extract,0.012269938650306749,0.13623188405797101
claret wine,0.018404907975460124,0.13623188405797101
string bean,0.15337423312883436,0.13623188405797101
white bread,0.15950920245398773,0.13623188405797101
anchovy fillet,0.018404907975460124,0.13623188405797101
buckwheat,0.012269938650306749,0.13623188405797101
clove,0.11042944785276074,0.13623188405797101
jam,0.2147239263803681,0.13333333333333333
hickorynut,0.06748466257668712,0.13333333333333333
candied orange,0.049079754601226995,0.13333333333333333
french mustard,0.1165644171779141,0.13333333333333333
sugar syrup,0.10429447852760736,0.13333333333333333
barberry,0.006134969325153374,0.13333333333333333
beef fillet,0.012269938650306749,0.13043478260869565
dried apple,0.024539877300613498,0.13043478260869565
treacle,0.006134969325153374,0.13043478260869565
stale breadcrumb,0.05521472392638037,0.13043478260869565
dried mustard,0.06134969325153374,0.13043478260869565
liquor,0.13496932515337423,0.12753623188405797
sol,0.024539877300613498,0.12753623188405797
bacon fat,0.03680981595092025,0.12753623188405797
meat gravy,0.07975460122699386,0.12753623188405797
crush sugar,0.012269938650306749,0.12753623188405797
beef broth,0.018404907975460124,0.12753623188405797
rosewater,0.12269938650306748,0.1246376811594203
sole,0.03680981595092025,0.1246376811594203
candied orange peel,0.024539877300613498,0.1246376811594203
almond extract,0.006134969325153374,0.1246376811594203
hazelnut,0.0736196319018405,0.1246376811594203
eggplant,0.26380368098159507,0.1246376811594203
hen,0.03680981595092025,0.1246376811594203
goose liver,0.03680981595092025,0.1246376811594203
carraway seed,0.006134969325153374,0.12173913043478261
lemon thyme,0.006134969325153374,0.12173913043478261
meat jelly,0.012269938650306749,0.12173913043478261
lobster coral,0.012269938650306749,0.12173913043478261
granulated gelatine,0.018404907975460124,0.12173913043478261
mussel,0.05521472392638037,0.12173913043478261
button onion,0.006134969325153374,0.12173913043478261
hard sauce,0.04294478527607362,0.11884057971014493
lean pork,0.006134969325153374,0.11884057971014493
french mushroom,0.006134969325153374,0.11884057971014493
meringue,0.08588957055214724,0.11884057971014493
capon,0.03067484662576687,0.11884057971014493
maraschino,0.0736196319018405,0.11884057971014493
salsify,0.03067484662576687,0.11594202898550725
raspberry juice,0.018404907975460124,0.11594202898550725
veal stock,0.10429447852760736,0.11594202898550725
chicken breast,0.05521472392638037,0.11594202898550725
buckwheat flour,0.018404907975460124,0.11594202898550725
mutton loin,0.012269938650306749,0.11594202898550725
lemon extract,0.03680981595092025,0.11594202898550725
button mushroom,0.05521472392638037,0.11594202898550725
peach leaf,0.006134969325153374,0.11594202898550725
grape juice,0.049079754601226995,0.11594202898550725
beef shin,0.03067484662576687,0.11594202898550725
apple marmalade,0.018404907975460124,0.11304347826086956
buttered crumb,0.012269938650306749,0.11304347826086956
dried fruit,0.024539877300613498,0.11304347826086956
white gravy,0.006134969325153374,0.11014492753623188
husk,0.018404907975460124,0.11014492753623188
orange flower,0.024539877300613498,0.11014492753623188
white turnip,0.018404907975460124,0.11014492753623188
yeast powder,0.08588957055214724,0.11014492753623188
pecan,0.11042944785276074,0.11014492753623188
ham bone,0.018404907975460124,0.11014492753623188
beef rump,0.012269938650306749,0.1072463768115942
jamaican pepper,0.006134969325153374,0.1072463768115942
corn ear,0.018404907975460124,0.1072463768115942
naples biscuit,0.006134969325153374,0.1072463768115942
oat,0.03680981595092025,0.1072463768115942
soda water,0.018404907975460124,0.1072463768115942
crawfish tail,0.012269938650306749,0.1072463768115942
almond milk,0.012269938650306749,0.1072463768115942
swiss cheese,0.03680981595092025,0.1072463768115942
lemon oil,0.012269938650306749,0.1072463768115942
whitefish,0.08588957055214724,0.1072463768115942
strawberry juice,0.03680981595092025,0.1072463768115942
fennel,0.04294478527607362,0.1072463768115942
sweet basil,0.0736196319018405,0.10434782608695652
salæratus,0.006134969325153374,0.10434782608695652
grit,0.006134969325153374,0.10434782608695652
wild duck,0.03067484662576687,0.10434782608695652
fried parsley,0.012269938650306749,0.10434782608695652
preserved cherry,0.018404907975460124,0.10434782608695652
confectioner's sugar,0.08588957055214724,0.10434782608695652
gall,0.006134969325153374,0.10434782608695652
lean bacon,0.006134969325153374,0.10144927536231885
lobster sauce,0.012269938650306749,0.10144927536231885
wine vinegar,0.06748466257668712,0.10144927536231885
anchovy paste,0.06134969325153374,0.10144927536231885
bread sauce,0.012269938650306749,0.10144927536231885
flour paste,0.04294478527607362,0.10144927536231885
rich paste,0.0736196319018405,0.10144927536231885
roast meat,0.018404907975460124,0.10144927536231885
orange marmalade,0.024539877300613498,0.09855072463768116
crabapple,0.03067484662576687,0.09855072463768116
filbert,0.04294478527607362,0.09855072463768116
chicken meat,0.06134969325153374,0.09855072463768116
fish sauce,0.012269938650306749,0.09855072463768116
peel,0.03067484662576687,0.09855072463768116
pig foot,0.04294478527607362,0.09855072463768116
mushroom broth,0.006134969325153374,0.09855072463768116
fruit sauce,0.05521472392638037,0.09855072463768116
frog,0.024539877300613498,0.09565217391304348
tobasco,0.012269938650306749,0.09565217391304348
roasted turkey,0.006134969325153374,0.09565217391304348
green gooseberry,0.024539877300613498,0.09565217391304348
roasted chicken,0.018404907975460124,0.09565217391304348
sultana raisin,0.03680981595092025,0.09565217391304348
french bean,0.012269938650306749,0.09565217391304348
flounder,0.05521472392638037,0.09565217391304348
sack,0.006134969325153374,0.09565217391304348
white mustard seed,0.024539877300613498,0.0927536231884058
brussels sprout,0.018404907975460124,0.0927536231884058
maple sugar,0.06748466257668712,0.0927536231884058
rump steak,0.018404907975460124,0.0927536231884058
wine jelly,0.018404907975460124,0.0927536231884058
potato flour,0.15337423312883436,0.0927536231884058
white ginger,0.024539877300613498,0.0927536231884058
coriander,0.006134969325153374,0.0927536231884058
corn bread,0.04294478527607362,0.0927536231884058
gin,0.03067484662576687,0.0927536231884058
hog,0.006134969325153374,0.08985507246376812
